_id,base_clock,boost_clock,brand,core,cpu,iGPU,keyword,socket,tdp,thread
,1.6,,intel,2,E2140,None,E2140,"LGA775,PLGA775",65,
,3.2,,intel,2,935,None,935,"LGA775,PLGA775",95,
,1.6,,intel,2,T2330,None,T2330,PPGA478,35,
,1.46,,intel,2,T2310,None,T2310,PPGA478,35,
,2.4,,intel,2,E2220,None,E2220,LGA775,65,
,2.5,,intel,2,E5200,None,E5200,LGA775,65,
,2.2,,intel,2,E2200,None,E2200,LGA775,65,
,3.0,,intel,2,925,None,925,"LGA775,PLGA775",95,
,2.0,,intel,2,T4200,None,T4200,PGA478,35,
,2.6,,intel,2,E5300,None,E5300,LGA775,65,
,2.8,,intel,2,E6300,None,E6300,LGA775,65,
,2.7,,intel,2,E5400,None,E5400,LGA775,65,
,1.73,,intel,2,T2370,None,T2370,PPGA478,35,
,4.2,5.4,intel,16,i7-13700K,Intel® UHD Graphics 770,13700K,FCLGA1700,253,24
,2.16,,intel,2,T3400,None,T3400,PPGA478,35,
,3.06,,intel,2,E6600,None,E6600,LGA775,65,
,2.2,,intel,2,T4400,None,T4400,PGA478,35,
,2.93,,intel,2,E6500,None,E6500,LGA775,65,
,2.3,,intel,2,T4500,None,T4500,PGA478,35,
,2.8,,intel,2,G6950,None,G6950,FCLGA1156,73,2
,2.93,,intel,2,E6500K,None,E6500K,LGA775,65,
,3.33,,intel,2,E6800,None,E6800,LGA775,65,
,2.8,,intel,2,E5500,None,E5500,LGA775,65,
,2.5,4.4,intel,10,i5-1235UL,Intel® Iris® Xe Graphics eligible,1235UL,FCLGA1700,15,12
,1.2,,intel,2,U5400,Intel® HD Graphics for Previous Generation Intel® Processors,U5400,BGA1288,18,2
,3.2,,intel,2,E6700,None,E6700,LGA775,65,
,2.0,,intel,2,P6100,Intel® HD Graphics for Previous Generation Intel® Processors,P6100,PGA988,35,2
,2.13,,intel,2,P6200,Intel® HD Graphics for Previous Generation Intel® Processors,P6200,PGA988,35,2
,1.86,,intel,2,P6000,Intel® HD Graphics for Previous Generation Intel® Processors,P6000,PGA988,35,2
,2.8,,intel,2,G840,Intel® HD Graphics for 2nd Generation Intel® Processors,G840,FCLGA1155,65,2
,2.27,,intel,2,P6300,Intel® HD Graphics for Previous Generation Intel® Processors,P6300,PGA988,35,2
,3.0,,intel,2,E5700,None,E5700,LGA775,65,
,2.93,,intel,2,G6960,None,G6960,FCLGA1156,73,2
,2.9,,intel,2,G850,Intel® HD Graphics for 2nd Generation Intel® Processors,G850,FCLGA1155,65,2
,3.2,,intel,2,E5800,None,E5800,LGA775,65,
,2.6,,intel,2,G622,Intel® HD Graphics for 2nd Generation Intel® Processors,G622,None,65,2
,1.33,,intel,2,U5600,Intel® HD Graphics for Previous Generation Intel® Processors,U5600,None,18,2
,2.6,,intel,2,G620,Intel® HD Graphics for 2nd Generation Intel® Processors,G620,FCLGA1155,65,2
,2.0,,intel,2,B940,Intel® HD Graphics for 2nd Generation Intel® Processors,B940,PGA988,35,2
,3.0,,intel,2,G860,Intel® HD Graphics for 2nd Generation Intel® Processors,G860,FCLGA1155,65,2
,2.7,,intel,2,G632,Intel® HD Graphics for 2nd Generation Intel® Processors,G632,FCLGA1155,65,2
,1.2,,intel,2,957,None,957,FCBGA1023,17,2
,2.8,,intel,2,G6951,None,G6951,FCLGA1156,73,2
,2.2,,intel,2,G620T,Intel® HD Graphics for 2nd Generation Intel® Processors,G620T,FCLGA1155,35,2
,2.1,,intel,2,B950,Intel® HD Graphics for 2nd Generation Intel® Processors,B950,PGA988,35,2
,2.7,,intel,2,G630,Intel® HD Graphics for 2nd Generation Intel® Processors,G630,FCLGA1155,65,2
,2.3,,intel,2,G630T,Intel® HD Graphics for 2nd Generation Intel® Processors,G630T,FCLGA1155,35,2
,2.3,,intel,2,B970,Intel® HD Graphics for 2nd Generation Intel® Processors,B970,FCPGA988,35,2
,2.2,,intel,2,B960,Intel® HD Graphics for 2nd Generation Intel® Processors,B960,"FCPGA988,PGA988",35,2
,1.4,,intel,2,977,Intel® HD Graphics for 2nd Generation Intel® Processors,977,FCBGA1023,17,2
,1.3,,intel,2,967,Intel® HD Graphics for 2nd Generation Intel® Processors,967,FCBGA1023,17,2
,1.2,1.8,intel,2,1405,None,1405,FCLGA1356,40,2
,3.1,,intel,2,G870,Intel® HD Graphics for 2nd Generation Intel® Processors,G870,FCLGA1155,65,2
,1.5,,intel,2,B915C,None,B915C,FCBGA1284,15,4
,2.6,,intel,2,G860T,Intel® HD Graphics for 2nd Generation Intel® Processors,G860T,FCLGA1155,35,2
,2.8,,intel,2,G640,Intel® HD Graphics for 2nd Generation Intel® Processors,G640,FCLGA1155,65,2
,2.4,,intel,2,G640T,Intel® HD Graphics for 2nd Generation Intel® Processors,G640T,FCLGA1155,35,2
,2.4,,intel,2,B980,Intel® HD Graphics for 2nd Generation Intel® Processors,B980,"FCPGA988,PGA988",35,2
,2.9,,intel,2,G645,Intel® HD Graphics for 2nd Generation Intel® Processors,G645,FCLGA1155,65,2
,2.5,,intel,2,G645T,Intel® HD Graphics for 2nd Generation Intel® Processors,G645T,FCLGA1155,35,2
,3.2,,intel,2,G2130,Intel® HD Graphics for 3rd Generation Intel® Processors,G2130,FCLGA1155,55,2
,2.4,,intel,2,2020M,Intel® HD Graphics for 3rd Generation Intel® Processors,2020M,FCPGA988,35,2
,1.8,,intel,2,2117U,Intel® HD Graphics for 3rd Generation Intel® Processors,2117U,FCBGA1023,17,2
,2.6,,intel,2,G2100T,Intel® HD Graphics for 3rd Generation Intel® Processors,G2100T,FCLGA1155,35,2
,1.1,,intel,2,2129Y,Intel® HD Graphics for 3rd Generation Intel® Processors,2129Y,FCBGA1023,10,2
,1.5,,intel,2,987,Intel® HD Graphics for 2nd Generation Intel® Processors,987,FCBGA1023,17,2
,1.6,,intel,2,997,Intel® HD Graphics for 2nd Generation Intel® Processors,997,FCBGA1023,17,2
,2.9,,intel,2,G2020,Intel® HD Graphics for 3rd Generation Intel® Processors,G2020,FCLGA1155,55,2
,2.5,,intel,2,2030M,Intel® HD Graphics for 3rd Generation Intel® Processors,2030M,FCPGA988,35,2
,3.3,,intel,2,G2140,Intel® HD Graphics for 3rd Generation Intel® Processors,G2140,FCLGA1155,55,2
,2.7,,intel,2,G2120T,Intel® HD Graphics for 3rd Generation Intel® Processors,G2120T,FCLGA1155,35,2
,2.5,,intel,2,G2020T,Intel® HD Graphics for 3rd Generation Intel® Processors,G2020T,FCLGA1155,35,2
,3.1,,intel,2,G2120,Intel® HD Graphics for 3rd Generation Intel® Processors,G2120,FCLGA1155,55,2
,3.2,,intel,2,G3420,Intel® HD Graphics for 4th Generation Intel® Processors,G3420,FCLGA1150,53,2
,2.6,,intel,2,G2030T,Intel® HD Graphics for 3rd Generation Intel® Processors,G2030T,FCLGA1155,35,2
,2.7,,intel,2,G3420T,Intel® HD Graphics for 4th Generation Intel® Processors,G3420T,FCLGA1150,35,2
,1.9,,intel,2,2127U,Intel® HD Graphics for 3rd Generation Intel® Processors,2127U,FCBGA1023,17,2
,2.1,,intel,2,A1018,Intel® HD Graphics for 3rd Generation Intel® Processors,A1018,FCPGA988,35,2
,3.0,,intel,2,G2030,Intel® HD Graphics for 3rd Generation Intel® Processors,G2030,FCLGA1155,55,2
,3.3,,intel,2,G3430,Intel® HD Graphics for 4th Generation Intel® Processors,G3430,FCLGA1150,53,2
,2.8,,intel,2,G2010,Intel® HD Graphics for 3rd Generation Intel® Processors,G2010,FCLGA1155,55,2
,3.0,,intel,2,G3220,Intel® HD Graphics for 4th Generation Intel® Processors,G3220,FCLGA1150,53,2
,1.2,,intel,2,3560Y,Intel® HD Graphics for 4th Generation Intel® Processors,3560Y,FCBGA1168,115,2
,2.0,,intel,4,N3510,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,N3510,FCBGA1170,75,4
,2.3,,intel,2,G3320TE,Intel® HD Graphics for 4th Generation Intel® Processors,G3320TE,FCLGA1150,35,2
,1.7,,intel,2,3556U,Intel® HD Graphics for 4th Generation Intel® Processors,3556U,FCBGA1168,15,2
,2.41,,intel,4,J2900,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,J2900,FCBGA1170,10,4
,2.3,,intel,2,3550M,Intel® HD Graphics for 4th Generation Intel® Processors,3550M,FCPGA946,37,2
,2.6,,intel,2,G3220T,Intel® HD Graphics for 4th Generation Intel® Processors,G3220T,FCLGA1150,35,2
,2.17,,intel,4,N3520,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,N3520,FCBGA1170,75,4
,2.0,,intel,2,B925C,None,B925C,None,15,4
,2.41,,intel,4,J2850,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,J2850,FCBGA1170,10,4
,2.8,,intel,2,G3440T,Intel® HD Graphics for 4th Generation Intel® Processors,G3440T,FCLGA1150,35,2
,1.4,,intel,2,1405V2,None,1405V2,FCLGA1356,40,
,1.7,,intel,2,3558U,Intel® HD Graphics for 4th Generation Intel® Processors,3558U,FCBGA1168,15,2
,2.4,,intel,2,3560M,Intel® HD Graphics for 4th Generation Intel® Processors,3560M,FCPGA946,37,2
,3.4,,intel,2,G3450,Intel® HD Graphics for 4th Generation Intel® Processors,G3450,FCLGA1150,53,2
,2.16,,intel,4,N3530,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,N3530,FCBGA1170,75,4
,3.1,,intel,2,G3240,Intel® HD Graphics for 4th Generation Intel® Processors,G3240,FCLGA1150,53,2
,3.3,,intel,2,G4400,Intel® HD Graphics 510,G4400,FCLGA1151,54,2
,1.2,,intel,2,3561Y,Intel® HD Graphics for 4th Generation Intel® Processors,3561Y,FCBGA1168,115,2
,2.9,,intel,2,G4400T,Intel® HD Graphics 510,G4400T,FCLGA1151,35,2
,3.2,,intel,2,G3258,Intel® HD Graphics for 4th Generation Intel® Processors,G3258,FCLGA1150,53,2
,2.7,,intel,2,G3240T,Intel® HD Graphics for 4th Generation Intel® Processors,G3240T,FCLGA1150,35,2
,3.3,,intel,2,G3440,Intel® HD Graphics for 4th Generation Intel® Processors,G3440,FCLGA1150,53,2
,2.16,,intel,4,N3540,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,N3540,FCBGA1170,75,4
,2.4,,intel,2,G4400TE,Intel® HD Graphics 510,G4400TE,FCLGA1151,35,2
,1.5,,intel,2,4405Y,Intel® HD Graphics 515,4405Y,FCBGA1515,6,4
,1.6,2.2,intel,4,D1517,None,D1517,FCBGA1667,25,8
,1.2,,intel,2,D1507,None,D1507,FCBGA1667,20,2
,2.1,,intel,2,4405U,Intel® HD Graphics 510,4405U,FCBGA1356,15,4
,2.2,2.6,intel,2,D1508,None,D1508,FCBGA1667,25,4
,1.5,,intel,2,D1509,None,D1509,FCBGA1667,19,2
,3.0,,intel,2,G4600T,Intel® HD Graphics 630,G4600T,FCLGA1151,35,4
,1.5,2.1,intel,4,D1519,None,D1519,FCBGA1667,25,8
,2.41,,intel,4,A1020,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,A1020,FCBGA1170,10,4
,1.6,,intel,4,N3710,None,N3710,FCBGA1170,6,4
,3.7,,intel,2,G4620,Intel® HD Graphics 630,G4620,FCLGA1151,51,4
,2.3,,intel,2,4415U,Intel® HD Graphics 610,4415U,"FCBGA1356,FPBGA1356",15,4
,3.6,,intel,2,G4600,Intel® HD Graphics 630,G4600,FCLGA1151,51,4
,2.9,,intel,2,G4560T,Intel® HD Graphics 610,G4560T,FCLGA1151,35,4
,1.5,,intel,4,J5005,Intel® UHD Graphics 605,J5005,FCBGA1090,10,4
,3.5,,intel,2,G4560,Intel® HD Graphics 610,G4560,FCLGA1151,54,4
,1.1,,intel,4,N5000,Intel® UHD Graphics 605,N5000,FCBGA1090,6,4
,1.5,,intel,2,4410Y,Intel® HD Graphics 615,4410Y,FCBGA1515,6,4
,1.6,,intel,2,4415Y,Intel® HD Graphics 615,4415Y,FCBGA1515,6,4
,3.2,,intel,2,G5500T,Intel® UHD Graphics 630,G5500T,FCLGA1151,35,4
,3.1,,intel,2,G5400T,Intel® UHD Graphics 610,G5400T,FCLGA1151,35,4
,1.1,,intel,4,N4200,Intel® HD Graphics 505,N4200,FCBGA1296,6,4
,3.8,,intel,2,G5500,Intel® UHD Graphics 630,G5500,FCLGA1151,54,4
,3.7,,intel,2,G5400,Intel® UHD Graphics 610,G5400,FCLGA1151,58,4
,3.9,,intel,2,G5600,Intel® UHD Graphics 630,G5600,FCLGA1151,54,4
,1.7,,intel,2,4425Y,Intel® UHD Graphics 615,4425Y,FCBGA1515,6,4
,1.5,,intel,4,J4205,Intel® HD Graphics 505,J4205,FCBGA1296,10,4
,3.2,,intel,2,G5420T,Intel® UHD Graphics 610,G5420T,FCLGA1151,35,4
,3.3,,intel,2,G5600T,Intel® UHD Graphics 630,G5600T,FCLGA1151,35,4
,2.3,,intel,2,4417U,Intel® HD Graphics 610,4417U,"FCBGA1356,FC-BGA1356",15,4
,2.3,,intel,2,5405U,Intel® UHD Graphics for 8th Generation Intel® Processors,5405U,FCBGA1528,15,4
,1.1,2.5,intel,4,N4200E,Intel® HD Graphics 505,N4200E,FCBGA1296,6,4
,3.8,,intel,2,G5420,Intel® UHD Graphics 610,G5420,FCLGA1151,54,4
,2.4,,intel,2,6405U,Intel® UHD Graphics for 10th Gen Intel® Processors,6405U,FCBGA1528,15,4
,4.0,,intel,2,G5620,Intel® UHD Graphics 630,G5620,FCLGA1151,54,4
,1.1,,intel,4,N5030,Intel® UHD Graphics 605,N5030,FCBGA1090,6,4
,2.0,,intel,4,J5040,Intel® UHD Graphics 605,J5040,FCBGA1090,10,4
,3.5,,intel,2,G6500T,Intel® UHD Graphics 630,G6500T,FCLGA1200,35,4
,3.2,,intel,2,G6400TE,Intel® UHD Graphics 610,G6400TE,FCLGA1200,35,4
,3.8,,intel,2,G6400E,Intel® UHD Graphics 610,G6400E,FCLGA1200,58,4
,3.4,,intel,2,G6400T,Intel® UHD Graphics 610,G6400T,FCLGA1200,35,4
,4.2,,intel,2,G6600,Intel® UHD Graphics 630,G6600,FCLGA1200,58,4
,4.1,,intel,2,G6500,Intel® UHD Graphics 630,G6500,FCLGA1200,58,4
,1.1,,intel,4,N6000,Intel® UHD Graphics,N6000,FCBGA1338,6,4
,2.0,,intel,4,J6426,Intel® UHD Graphics for 10th Gen Intel® Processors,J6426,FCBGA1493,10,4
,1.2,,intel,4,N6415,Intel® UHD Graphics for 10th Gen Intel® Processors,N6415,FCBGA1493,65,4
,,3.5,intel,2,7505,Intel® UHD Graphics for 11th Gen Intel® Processors,7505,FCBGA1449,,4
,1.1,3.0,intel,2,6805,Intel® UHD Graphics for 10th Gen Intel® Processors,6805,FCBGA1526,15,4
,4.0,,intel,2,G6400,Intel® UHD Graphics 610,G6400,FCLGA1200,58,4
,2.0,,intel,4,N6005,Intel® UHD Graphics,N6005,FCBGA1338,10,4
,3.5,,intel,2,G6405T,Intel® UHD Graphics 610,G6405T,FCLGA1200,35,4
,1.1,3.4,intel,2,6500Y,Intel® UHD Graphics 615,6500Y,None,5,4
,,,intel,2,G7400T,Intel® UHD Graphics 710,G7400T,FCLGA1700,,4
,,,intel,2,G7400TE,Intel® UHD Graphics 710,G7400TE,FCLGA1700,,4
,4.2,,intel,2,G6505,Intel® UHD Graphics 630,G6505,FCLGA1200,58,4
,3.6,,intel,2,G6505T,Intel® UHD Graphics 630,G6505T,FCLGA1200,35,4
,4.1,,intel,2,G6405,Intel® UHD Graphics 610,G6405,FCLGA1200,58,4
,4.3,,intel,2,G6605,Intel® UHD Graphics 630,G6605,FCLGA1200,58,4
,3.3,4.4,intel,5,8505,Intel® UHD Graphics for 12th Gen Intel® Processors,8505,FCBGA1744,55,6
,,,intel,2,G7400,Intel® UHD Graphics 710,G7400,FCLGA1700,,4
,,,intel,2,G7400E,Intel® UHD Graphics 710,G7400E,FCLGA1700,,4
,3.3,4.4,intel,5,8505,Intel® UHD Graphics for 12th Gen Intel® Processors,8505,FCBGA1744,55,6
_id,base_clock,boost_clock,brand,core,cpu,iGPU,keyword,socket,tdp,thread
,2.66,3.2,intel,4,i5-750,None,750,"FCLGA1156,LGA1156",95,4
,2.0,3.2,intel,4,i7-920XM,None,920XM,"FCPGA988,PGA988",55,8
,1.73,3.06,intel,4,i7-820QM,None,820QM,"FCPGA988,PGA988",45,8
,2.83,,intel,4,Q9505S,None,Q9505S,LGA775,65,
,2.26,2.53,intel,2,i5-430M,Intel® HD Graphics for Previous Generation Intel® Processors,430M,"BGA1288,PGA988",35,4
,2.8,3.46,intel,4,i7-860,None,860,"FCLGA1156,LGA1156",95,8
,2.2,,intel,2,T6670,None,T6670,PGA478,35,
,2.83,,intel,4,Q9505,None,Q9505,"FCLGA775,LGA775",95,
,2.93,3.6,intel,4,i7-870,None,870,"FCLGA1156,LGA1156",95,8
,2.13,,intel,2,i3-330E,Intel® HD Graphics for Previous Generation Intel® Processors,330E,BGA1288,35,4
,3.2,3.46,intel,4,i7-960,None,960,FCLGA1366,130,8
,1.6,2.8,intel,4,i7-720QM,None,720QM,"FCPGA988,PGA988",45,8
,1.33,2.4,intel,2,i7-660UE,Intel® HD Graphics for Previous Generation Intel® Processors,660UE,BGA1288,18,4
,2.13,,intel,2,i3-330M,Intel® HD Graphics for Previous Generation Intel® Processors,330M,"BGA1288,PGA988",35,4
,1.2,2.27,intel,2,i7-640UM,Intel® HD Graphics for Previous Generation Intel® Processors,640UM,BGA1288,18,4
,2.53,3.46,intel,4,i7-860S,None,860S,"FCLGA1156,LGA1156",82,8
,1.06,2.13,intel,2,i7-620UE,None,620UE,BGA1288,18,4
,2.8,3.06,intel,4,i7-930,None,930,FCLGA1366,130,8
,2.26,,intel,2,i3-350M,Intel® HD Graphics for Previous Generation Intel® Processors,350M,"BGA1288,PGA988",35,4
,2.53,3.2,intel,2,i7-610E,Intel® HD Graphics for Previous Generation Intel® Processors,610E,BGA1288,35,4
,2.0,2.8,intel,2,i7-620LM,Intel® HD Graphics for Previous Generation Intel® Processors,620LM,BGA1288,25,4
,2.66,3.33,intel,2,i7-620M,Intel® HD Graphics for Previous Generation Intel® Processors,620M,"BGA1288,PGA988",35,4
,2.13,2.93,intel,2,i7-640LM,Intel® HD Graphics for Previous Generation Intel® Processors,640LM,BGA1288,25,4
,2.4,3.2,intel,4,i5-750S,None,750S,"FCLGA1156,LGA1156",82,4
,2.53,3.07,intel,2,i5-540M,Intel® HD Graphics for Previous Generation Intel® Processors,540M,"BGA1288,PGA988",35,4
,3.46,3.73,intel,2,i5-670,Intel® HD Graphics for Previous Generation Intel® Processors,670,FCLGA1156,73,4
,3.33,3.6,intel,2,i5-661,Intel® HD Graphics for Previous Generation Intel® Processors,661,FCLGA1156,87,4
,1.07,1.87,intel,2,i5-520UM,Intel® HD Graphics for Previous Generation Intel® Processors,520UM,BGA1288,18,4
,3.33,3.6,intel,2,i5-660,Intel® HD Graphics for Previous Generation Intel® Processors,660,FCLGA1156,73,4
,2.4,2.93,intel,2,i5-520E,None,520E,BGA1288,35,4
,2.4,2.93,intel,2,i5-520M,Intel® HD Graphics for Previous Generation Intel® Processors,520M,"BGA1288,PGA988",35,4
,1.06,2.13,intel,2,i7-620UM,Intel® HD Graphics for Previous Generation Intel® Processors,620UM,BGA1288,18,4
,3.33,3.6,intel,6,i7-980X,None,980X,FCLGA1366,130,12
,2.66,3.6,intel,4,i7-870S,None,870S,"FCLGA1156,LGA1156",82,8
,2.0,2.8,intel,2,i7-620LE,None,620LE,BGA1288,25,4
,3.2,3.46,intel,2,i5-650,Intel® HD Graphics for Previous Generation Intel® Processors,650,FCLGA1156,73,4
,2.4,2.66,intel,2,i5-450M,Intel® HD Graphics for Previous Generation Intel® Processors,450M,PGA988,35,4
,3.06,,intel,2,i3-540,Intel® HD Graphics for Previous Generation Intel® Processors,540,FCLGA1156,73,4
,3.6,3.86,intel,2,i5-680,Intel® HD Graphics for Previous Generation Intel® Processors,680,FCLGA1156,73,4
,2.93,,intel,2,i3-530,Intel® HD Graphics for Previous Generation Intel® Processors,530,FCLGA1156,73,4
,1.2,1.73,intel,2,i5-430UM,Intel® HD Graphics for Previous Generation Intel® Processors,430UM,BGA1288,18,4
,3.06,3.73,intel,4,i7-880,None,880,"FCLGA1156,LGA1156",95,8
,1.2,2.0,intel,2,i5-540UM,Intel® HD Graphics for Previous Generation Intel® Processors,540UM,BGA1288,18,4
,2.93,3.6,intel,4,i7-875K,None,875K,"FCLGA1156,LGA1156",95,8
,1.33,2.4,intel,2,i7-660UM,Intel® HD Graphics for Previous Generation Intel® Processors,660UM,BGA1288,18,4
,2.13,3.33,intel,4,i7-940XM,None,940XM,"FCPGA988,PGA988",55,8
,1.2,,intel,2,i3-330UM,Intel® HD Graphics for Previous Generation Intel® Processors,330UM,BGA1288,18,4
,1.86,3.2,intel,4,i7-840QM,None,840QM,"FCPGA988,PGA988",45,8
,1.73,2.93,intel,4,i7-740QM,None,740QM,"FCPGA988,PGA988",45,8
,2.8,3.46,intel,2,i7-640M,Intel® HD Graphics for Previous Generation Intel® Processors,640M,"BGA1288,PGA988",35,4
,2.66,3.33,intel,2,i5-580M,Intel® HD Graphics for Previous Generation Intel® Processors,580M,"BGA1288,PGA988",35,4
,1.33,2.13,intel,2,i5-560UM,Intel® HD Graphics for Previous Generation Intel® Processors,560UM,BGA1288,18,4
,3.2,3.46,intel,2,i5-655K,Intel® HD Graphics for Previous Generation Intel® Processors,655K,FCLGA1156,73,4
,2.66,3.2,intel,2,i5-560M,Intel® HD Graphics for Previous Generation Intel® Processors,560M,"BGA1288,PGA988",35,4
,3.2,3.46,intel,6,i7-970,None,970,FCLGA1366,130,12
,3.2,,intel,2,i3-550,Intel® HD Graphics for Previous Generation Intel® Processors,550,FCLGA1156,73,4
,2.53,,intel,2,i3-380M,Intel® HD Graphics for Previous Generation Intel® Processors,380M,"BGA1288,PGA988",35,4
,1.46,2.53,intel,2,i7-680UM,Intel® HD Graphics for Previous Generation Intel® Processors,680UM,BGA1288,18,4
,2.26,3.06,intel,2,i7-660LM,Intel® HD Graphics for Previous Generation Intel® Processors,660LM,BGA1288,25,4
,2.8,3.33,intel,4,i5-760,None,760,"FCLGA1156,LGA1156",95,4
,2.4,,intel,2,i3-370M,Intel® HD Graphics for Previous Generation Intel® Processors,370M,PGA988,35,4
,1.33,1.86,intel,2,i5-470UM,Intel® HD Graphics for Previous Generation Intel® Processors,470UM,BGA1288,18,4
,2.53,2.8,intel,2,i5-460M,Intel® HD Graphics for Previous Generation Intel® Processors,460M,"BGA1288,PGA988",35,4
,1.33,,intel,2,i3-380UM,Intel® HD Graphics for Previous Generation Intel® Processors,380UM,BGA1288,18,4
,3.33,,intel,2,i3-560,Intel® HD Graphics for Previous Generation Intel® Processors,560,FCLGA1156,73,4
,2.66,2.93,intel,2,i5-480M,Intel® HD Graphics for Previous Generation Intel® Processors,480M,"BGA1288,PGA988",35,4
,2.0,2.9,intel,4,i7-2630QM,Intel® HD Graphics 3000,2630QM,"FCPGA988,PPGA988",45,8
,2.2,3.3,intel,4,i7-2720QM,Intel® HD Graphics 3000,2720QM,"FCBGA1224,FCPGA988,PPGA988",45,8
,2.66,,intel,2,i3-390M,Intel® HD Graphics for Previous Generation Intel® Processors,390M,"BGA1288,PGA988",35,4
,2.1,,intel,2,i3-2310E,Intel® HD Graphics 3000,2310E,"BGA1023,FCBGA1023",35,4
,2.1,3.0,intel,4,i7-2715QE,Intel® HD Graphics 3000,2715QE,"BGA1023,FCBGA1023",45,8
,2.8,3.8,intel,4,i7-2600S,Intel® HD Graphics 2000,2600S,LGA1155,65,8
,2.0,2.9,intel,4,i7-2635QM,Intel® HD Graphics 3000,2635QM,FCBGA1224,45,8
,2.1,3.0,intel,4,i7-2710QE,Intel® HD Graphics 3000,2710QE,FCPGA988,45,8
,2.3,3.4,intel,4,i7-2820QM,Intel® HD Graphics 3000,2820QM,"FCBGA1224,FCPGA988,PPGA988",45,8
,2.5,3.5,intel,4,i7-2920XM,Intel® HD Graphics 3000,2920XM,FCPGA988,55,8
,3.4,3.8,intel,4,i7-2600K,Intel® HD Graphics 3000,2600K,LGA1155,95,8
,2.3,3.3,intel,4,i5-2500T,Intel® HD Graphics 2000,2500T,LGA1155,45,4
,3.4,3.8,intel,4,i7-2600,Intel® HD Graphics 2000,2600,LGA1155,95,8
,3.3,3.7,intel,4,i5-2500,Intel® HD Graphics 2000,2500,LGA1155,95,4
,3.3,3.7,intel,4,i5-2500K,Intel® HD Graphics 3000,2500K,LGA1155,95,4
,2.5,3.3,intel,4,i5-2400S,Intel® HD Graphics 2000,2400S,LGA1155,65,4
,3.46,3.73,intel,6,i7-990X,None,990X,"FCLGA1366,LGA1366",130,12
,2.7,3.7,intel,4,i5-2500S,Intel® HD Graphics 2000,2500S,LGA1155,65,4
,3.1,3.4,intel,4,i5-2400,Intel® HD Graphics 2000,2400,LGA1155,95,4
,2.7,3.4,intel,2,i7-2620M,Intel® HD Graphics 3000,2620M,"FCBGA1023,PPGA988",35,4
,2.8,3.1,intel,4,i5-2300,Intel® HD Graphics 2000,2300,LGA1155,95,4
,1.6,2.7,intel,2,i7-2657M,Intel® HD Graphics 3000,2657M,FCBGA1023,17,4
,2.3,3.2,intel,2,i7-2649M,Intel® HD Graphics 3000,2649M,FCBGA1023,25,4
,2.5,3.2,intel,2,i5-2520M,Intel® HD Graphics 3000,2520M,PPGA988,35,4
,1.5,2.6,intel,2,i7-2617M,Intel® HD Graphics 3000,2617M,FCBGA1023,17,4
,2.1,3.0,intel,2,i7-2629M,Intel® HD Graphics 3000,2629M,FCBGA1023,25,4
,2.1,,intel,2,i3-2310M,Intel® HD Graphics 3000,2310M,"FCBGA1023,PPGA988",35,4
,2.5,3.1,intel,2,i5-2510E,Intel® HD Graphics 3000,2510E,FCPGA988,35,4
,2.6,3.3,intel,2,i5-2540M,Intel® HD Graphics 3000,2540M,"FCBGA1023,PPGA988",35,4
,2.5,3.1,intel,2,i5-2515E,Intel® HD Graphics 3000,2515E,"BGA1023,FCBGA1023",35,4
,2.3,2.9,intel,2,i5-2410M,Intel® HD Graphics 3000,2410M,"FCBGA1023,PPGA988",35,4
,3.3,,intel,2,i3-2120,Intel® HD Graphics 2000,2120,FCLGA1155,65,4
,2.7,3.5,intel,2,i5-2390T,Intel® HD Graphics 2000,2390T,FCLGA1155,35,4
,2.5,,intel,2,i3-2100T,Intel® HD Graphics 2000,2100T,FCLGA1155,35,4
,3.1,,intel,2,i3-2100,Intel® HD Graphics 2000,2100,FCLGA1155,65,4
,3.1,,intel,2,i3-2102,Intel® HD Graphics 2000,2102,FCLGA1155,65,4
,3.1,,intel,2,i3-2105,Intel® HD Graphics 3000,2105,FCLGA1155,65,4
,1.5,2.4,intel,2,i7-2610UE,Intel® HD Graphics 3000,2610UE,"BGA1023,FCBGA1023",17,4
,2.1,,intel,2,i3-2312M,Intel® HD Graphics 3000,2312M,PPGA988,35,4
,1.4,2.3,intel,2,i5-2537M,Intel® HD Graphics 3000,2537M,"BGA1023,FCBGA1023",17,4
,2.2,2.9,intel,2,i7-2655LE,Intel® HD Graphics 3000,2655LE,"BGA1023,FCBGA1023",25,4
,2.5,3.3,intel,4,i5-2405S,Intel® HD Graphics 3000,2405S,"FCLGA1155,LGA1155",65,4
,1.7,2.8,intel,2,i7-2637M,Intel® HD Graphics 3000,2637M,FCBGA1023,17,4
,1.3,,intel,2,i3-2357M,Intel® HD Graphics 3000,2357M,FCBGA1023,17,4
,2.9,3.2,intel,4,i5-2310,Intel® HD Graphics 2000,2310,LGA1155,95,4
,1.7,2.7,intel,2,i5-2557M,Intel® HD Graphics 3000,2557M,FCBGA1023,17,4
